Art_Title,Department,Submission_Date,Artist,Nationality,Gender,Birth,Death
Untitled,Prints & Illustrated Books,2004,Richard Wright,American,Male,1960,1975
Partial Truth,Prints & Illustrated Books,1997,Bruce Nauman,American,Male,1941,1975
Shino-Dan: Kono Yoh Ni Watachi Wa Kiita,Architecture & Design,1976,Koichi Sato,Japanese,Male,1944,1975
Plate 7 (folio 27) from LE PETIT CHAPERON ROUGE,Prints & Illustrated Books,1915,Edgard Tytgat,Belgian,Male,1879,1957
Pavillon du Hanovre. Boulevard des Italiens 33,Photography,1903,Eugène Atget,French,Male,1857,1927
Keeping Together Manifestation,Prints & Illustrated Books,1967,Milan Knížák,Czech,Male,1940,1975
Hook and Eye,Prints & Illustrated Books,1990,Alan Turner,American,Male,1943,1975
Predlohy pro odborne kresleni typograficke,Architecture & Design,1934,Zdenek Rossmann,Czech,Male,1905,1984
Reims Cathedral (exterior detail),Photography,1876,Unknown,Unknown,Unknown,1915,1975
North Africa,Prints & Illustrated Books,1936,Rudolf Kügler,German,Male,1921,2013
Good Time Charley,Prints & Illustrated Books,1972,Jasper Johns,American,Male,1930,1975
PROFILE,Photography,1904,Edward Steichen,American,Male,1879,1973
Lumumba: Death of a Prophet,Film,1992,Raoul Peck,Haitian,Male,1953,1975
Headpiece (page 91) from POÈMES,Prints & Illustrated Books,1939,Maurice Denis,French,Male,1870,1943
PYLON GATEWAY AT MEDINET-HABOO,Photography,1857,Francis Frith,British,Male,1822,1898
"American System-Built Houses for The Richards Company project, Milwaukee, Wisconsin (Plans)",Architecture & Design,1916,Frank Lloyd Wright,American,Male,1867,1959
Plate (folio 12 verso) from DER MOSAIKELEFANT UND ANDERE GEDICHTE,Prints & Illustrated Books,1984,Bernhard Luginbühl,Swiss,Male,1929,2011
"Church and 2nd Streets, Easton, Pennsylvania, June 20, 1974",Photography,1974,Stephen Shore,American,Male,1947,1975
Ornamental initial Q (page 13) from CANTICUM CANTICORUM SALOMONIS,Prints & Illustrated Books,1931,Eric Gill,British,Male,1882,1940
St. Louis Symphony,Architecture & Design,1974,Saul Steinberg,American,Male,1914,1999
"Brick Building in the Shadow of a Grain Elevator - Cashion, Oklahoma",Photography,1973,Frank Gohlke,American,Male,1942,1975
Landscape with Steer,Prints & Illustrated Books,1936,Jackson Pollock,American,Male,1912,1956
Standing Female Figure,Prints & Illustrated Books,1951,Max Weber,American,Male,1881,1961
Untitled III,Painting & Sculpture,1964,Joseph Beuys,German,Male,1921,1986
Specifications Coordinate System and Membrane Stresses for a Spherical and Cylindrical Shell,Prints & Illustrated Books,1968,Yukihisa Isobe,Japanese,Male,1936,1975
"Lotus, Mount Kisco, New York",Photography,1915,Edward Steichen,American,Male,1879,1973
"Duplicate of plate from page 42 (supplementary suite, plate 8) from LES DAMNATIONS",Prints & Illustrated Books,1966,Roberto Matta,Chilean,Male,1911,2002
Title page from the portfolio Six Latin Writers and Poets,Prints & Illustrated Books,1975,Cy Twombly,American,Male,1928,2011
CHÂTEAU DE CHATOU,Photography,1911,Eugène Atget,French,Male,1857,1927
Phamokate from Break the Silence!,Prints & Illustrated Books,2000,Osiah Masekoameng,South African,Male,1915,1975
"The Brown Sisters, Cambridge, Massachusetts",Photography,1989,Nicholas Nixon,American,Male,1947,1975
"Plate 7 of 9, from the illustrated book, He Disappeared into Complete Silence",Prints & Illustrated Books,1946,Louise Bourgeois,American,Female,1911,2010
"Duplicate of in-text plate and initial A from page 61 (supplementary suite, plate 24) from LA BELLE ENFANT",Prints & Illustrated Books,1930,Raoul Dufy,French,Male,1877,1953
PIPALIA TANK,Photography,1899,Unknown,Unknown,Unknown,1915,1975
"Esquire Magazine, Issue no. 424, March 1969",Architecture & Design,1969,George Lois,American,Unknown,1931,1975
Plate (folio 26) from CENTURY OF THE COMMON MAN,Prints & Illustrated Books,1943,Hugo Gellert,American,Male,1892,1985
Untitled from Andy Warhol Doesn't Play Second Base for the Chicago Cubs,Prints & Illustrated Books,2010,Kelley Walker,American,Male,1969,1975
Secolo XX No. 10,Drawings,1929,Fortunato Depero,Italian,Male,1892,1960
Title page from POÈMES DE BRANDEBOURG,Prints & Illustrated Books,1947,Jacques Villon,French,Male,1875,1963
Head #12,Drawings,1981,Lucas Samaras,American,Male,1936,1975
"Aux Vieilles Tapisseries: 44 Sentences de Louise Bourgeois, text 30 of 44",Prints & Illustrated Books,2005,Louise Bourgeois,American,Female,1911,2010
Plate 3 (folio 14) from LECTURE,Prints & Illustrated Books,1950,Zao Wou-ki,French,Male,1920,2013
Kracked,Prints & Illustrated Books,1993,Ed Moses,American,Male,1926,2018
"Morning Glory Vine, Early Morning Light, Tuscaloosa, Alabama",Photography,2004,William Christenberry,American,Male,1936,2016
First Illustration for Scene 5 (plate facing page 54) from Der Mensch ist kein Haustier (Man Is Not a Domestic Animal),Prints & Illustrated Books,1937,Max Beckmann,German,Male,1884,1950
Etching #5,Prints & Illustrated Books,1953,Hans Hartung,French,Male,1904,1989
"Untitled, plate 4 of 7, from the portfolio, Metamorfosis",Prints & Illustrated Books,1999,Louise Bourgeois,American,Female,1911,2010
Head,Film,1975,George Griffin,American,Unknown,1915,1975
Untitled. (Nazi parade),Photography,1992,Michael Schmidt,German,Male,1945,2014
HÔTEL GUSTIL. 58 RUE DE VAUGIRARD,Photography,1909,Eugène Atget,French,Male,1857,1927
David,Photography,1990,Philip-Lorca diCorcia,American,Male,1951,1975
A Trip to the Moon (Le Voyage dans la lune),Film,1902,Georges Méliès,French,Male,1861,1938
"Untitled, plate 8 of 9, from the portfolio, Topiary: The Art of Improving Nature",Prints & Illustrated Books,1998,Louise Bourgeois,American,Female,1911,2010
"Flower table, LR 705 (Plan, frontal and lateral elevations)",Architecture & Design,1934,Lilly Reich,German,Female,1885,1947
"Untitled from Eyes, Dark",Prints & Illustrated Books,1999,Lynne Yamamoto,American,Female,1961,1975
Hiding Face,Photography,1975,Mark Cohen,American,Male,1943,1975
Air cushion,Media and Performance Art,1975,Roman Signer,Swiss,Male,1938,1975
Büro,Architecture & Design,1928,Theo H. Ballmer,Swiss,Male,1902,1965
Untitled (Study for Untitled),Prints & Illustrated Books,1999,Louise Bourgeois,American,Female,1911,2010
Untitled from Landscape Allegories,Prints & Illustrated Books,2004,Julie Mehretu,American,Female,1970,1975
Luxembourg,Photography,1924,Eugène Atget,French,Male,1857,1927
Trianon,Photography,1912,Eugène Atget,French,Male,1857,1927
Residents in Munich/Off Beat Nacht,Film,1989,Residents,American,Unknown,1972,1975
Self-Playing Violin,Media and Performance Art,1974,Laurie Anderson,American,Female,1947,1975
Atomic Head,Painting & Sculpture,1957,Isamu Noguchi,American,Male,1904,1988
Nasturtiums,Photography,1899,Eugène Atget,French,Male,1857,1927
Email to Kinmont from Carlos Basualdo,Prints & Illustrated Books,2000,Ben Kinmont,American,Male,1963,1975
Untitled fromDream Hospital,Prints & Illustrated Books,1995,Robert Therrien,American,Male,1947,1975
Draped Reclining Figure,Prints & Illustrated Books,1951,Henry Moore,British,Male,1898,1986
Na bor'bu s khuliganstvom v literature,Prints & Illustrated Books,1926,Gustav Klutsis,Latvian,Male,1895,1938
Tailpiece (page 216) from SAINTE MONIQUE,Prints & Illustrated Books,1925,Pierre Bonnard,French,Male,1867,1947
Diamond Chroma from New York Ten,Prints & Illustrated Books,1965,Richard Anuszkiewicz,American,Male,1930,1975
"Wolf House, Gubin, Poland (Elevation, plan, section)",Architecture & Design,1926,Ludwig Mies van der Rohe,American,Male,1886,1969
Te Atua (The Gods) from Noa Noa (Fragrant Scent),Prints & Illustrated Books,1893,Paul Gauguin,French,Male,1848,1903
Prelude to 1958-59 season at Kootz Gallery,Architecture & Design,1958,Elaine Lustig Cohen,American,Female,1927,2016
"Balcony, Valencia",Photography,1952,Robert Frank,American,Male,1924,1975
MAISON DE RAPPORT DU COUVENT SAINT-LAZARE. 103 RUE DU FAUBOURG SAINT-DENIS,Photography,1909,Eugène Atget,French,Male,1857,1927
Untitled from New Painting of Common Objects,Prints & Illustrated Books,1962,Robert Dowd,American,Male,1936,1996
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Drawings,1984,Sherrie Levine,American,Female,1947,1975
Untitled from The Mirrored Couple,Prints & Illustrated Books,1961,Joyce Treiman,American,Female,1922,1991
Plate (folio 11 verso) from DER SONNENGESANG,Prints & Illustrated Books,1965,Horst-Egon Kalinowski,German,Male,1924,2013
Postal Dossier (Dossier postale),Prints & Illustrated Books,1969,Alighiero Boetti,Italian,Male,1940,1994
Portrait of the Misses Sawyer,Photography,1914,Edward Steichen,American,Male,1879,1973
I Will Not Make Any More Boring Art,Media and Performance Art,1971,John Baldessari,American,Male,1931,1975
Untitled from Passi Sulle Cime Dei Gelsi,Prints & Illustrated Books,2000,Giuseppe Penone,Italian,Male,1947,1975
Asylum Inmate,Photography,1928,August Sander,German,Male,1876,1964
Tailpiece (page 53) from SAGESSE,Prints & Illustrated Books,1900,Maurice Denis,French,Male,1870,1943
Unused preparatory drawing for In Memory of My Feelings,Prints & Illustrated Books,1967,Elaine de Kooning,American,Female,1920,1989
Floating Islands,Prints & Illustrated Books,1985,Eric Fischl,American,Male,1948,1975
"Drawing on newsprint (Village Voice) with printed Walking Woman silhouette. February 4, 1965",Drawings,1965,Michael Snow,Canadian,Male,1929,1975
"Ready-Cut Homes, Inc",Photography,1925,Edward Weston,American,Male,1886,1958
Untitled (white lines),Architecture & Design,1973,Lauretta Vinciarelli,Italian,Female,1943,2012
Bruce and Ronnie,Photography,1982,Philip-Lorca diCorcia,American,Male,1951,1975
My Erotic Double from The Hundred Videos,Media and Performance Art,1994,Steve Reinke,Canadian,Male,1963,1975
Saddle-Horses before the Ride,Photography,1938,Fritz Henle,American,Male,1909,1993
Untitled,Drawings,1991,Lawrence Weiner,American,Male,1942,1975
Female Head,Drawings,1940,Pablo Picasso,Spanish,Male,1881,1973
Muses Drawing 5 (Mnemosyne),Drawings,1990,Brice Marden,American,Male,1938,1975
S14 from the portfolio LES LEVINE LXVI,Prints & Illustrated Books,1965,Les Levine,American,Male,1935,1975
Plate (page 7) from LA BRACE DELLE PAROLE,Prints & Illustrated Books,1984,Piero Dorazio,Italian,Male,1927,2005
In-text plate (folio 16 verso; duplicate of folio 6 verso) from AIR MEXICAIN,Prints & Illustrated Books,1952,Rufino Tamayo,Mexican,Male,1899,1991
In-text plate (page 42) from SYLVIE,Prints & Illustrated Books,1939,Pierre Laprade,French,Male,1875,1931
Untitled (Oil Can) from Untitled Tool Series,Drawings,1973,Jim Dine,American,Male,1935,1975
P203 Micro-Computer,Architecture & Design,1966,Mario Bellini,Italian,Male,1935,1975
Plate (facing page 42) from ALLO! PARIS!,Prints & Illustrated Books,1925,Robert Delaunay,French,Male,1885,1941
Plate (page 17) from LE CRÉPUSCULE DES NYMPHES,Prints & Illustrated Books,1946,Pierre Bonnard,French,Male,1867,1947
(Untitled) (Nude with Flying Money),Photography,1972,Les Krims,American,Unknown,1915,1975
Figure and Foliage II from Untitled Suite,Prints & Illustrated Books,1961,Harold Altman,American,Male,1924,2003
"Feininger, 2 bis 22 April",Architecture & Design,1956,Franz Josef van der Grinten,German,Male,1933,1975
MUSKOX,Photography,1954,Fritz Goro,American,Male,1901,1986
Plate (facing page 69) from THE CASTLES ON THE GROUND,Prints & Illustrated Books,1946,John Piper,British,Male,1903,1992
Michelangelo,Drawings,1975,Chris Burden,American,Male,1946,2015
Giorgio de Chirico,Photography,1936,Cecil Beaton,British,Male,1904,1980
Monograph (no. 3),Photography,2012,Erin Shirreff,Canadian,Female,1975,1975
Armchair (model 48),Architecture & Design,1946,Finn Juhl,Danish,Male,1912,1989
Black Over White from Centre to Edge,Prints & Illustrated Books,1979,Alan Green,British,Male,1932,1975
Double page plate (folios 10 verso and 11) from Der Rhein,Prints & Illustrated Books,1983,Anselm Kiefer,German,Male,1945,1975
The New Book of Mountains and Seas II,Media and Performance Art,2008,Qiu Anxiong,Chinese,Male,1972,1975
Supplementary drawing (inserted before title page) from PARADISE GARDEN,Prints & Illustrated Books,1971,Sidney Nolan,Australian,Male,1917,1992
"Furniture Commission for the Henke House Addition, Essen, Germany (Floor plan, with furniture placement. Living room.)",Architecture & Design,1930,Lilly Reich,German,Female,1885,1947
"Treadwell, NY",Photography,1998,Andrea Modica,American,Female,1960,1975
Octet,Prints & Illustrated Books,1969,Garo Antreasian,American,Male,1922,1975
Untitled,Prints & Illustrated Books,1967,Louise Nevelson,American,Female,1899,1988
Printer's proof for cover for Neokonchennye spory (Unfinished Argument),Prints & Illustrated Books,1978,Varvara Alexandrovna Rodchenko,Russian,Female,1925,1975
"Dead Women, performance documentation at Palladium",Film,1984,Alexa Hunter,American,Female,1957,1975
The Infinite Column I,Painting & Sculpture,1996,Kcho (Alexis Leyva Machado),Cuban,Male,1970,1975
"John R. North House, Sarasota",Photography,1941,Walker Evans,American,Male,1903,1975
Light - Rural Electrification Administration,Architecture & Design,1937,Lester Beall,American,Male,1903,1969
Shield,Prints & Illustrated Books,1965,Garo Antreasian,American,Male,1922,1975
Crayon Country,Prints & Illustrated Books,1964,Lee Mullican,American,Male,1919,1998
"Baptism in Triplett Creek, Rowan County, Kentucky",Photography,1940,Marion Post Wolcott,American,Female,1910,1990
Does This Image Fill Your Concept of Art? from The Archives: Art Information Centre Peter Van Beveren,Prints & Illustrated Books,1981,Mauricio Nannucci,Italian,Male,1939,1975
Fluxus 1,Prints & Illustrated Books,1966,Various Artists,Unknown,Unknown,1915,1975
Front cover from CONCERTO PER RANE,Prints & Illustrated Books,1983,Carlo Guarienti,Italian,Male,1923,1975
Aktual - Live Otherwise from Performance Files,Prints & Illustrated Books,1967,Milan Knížák,Czech,Male,1940,1975
Plate (folio 53) from AN ALPHABESTIARY,Prints & Illustrated Books,1966,Milton Elting Hebald,American,Male,1917,1975
Mary,Prints & Illustrated Books,1966,Gloria Cortella,American,Female,1929,1975
VASARELY,Prints & Illustrated Books,1965,Victor Vasarely,French,Male,1908,1997
Hags,Photography,1969,Masatoshi Naitoh,Japanese,Male,1938,1975
Bassin de la Villette,Photography,1919,Eugène Atget,French,Male,1857,1927
Hollywood - Sleeping III,Prints & Illustrated Books,1967,Robert Andrew Parker,American,Male,1927,1975
"Program for Neo-Dada in der Musik, Kammerspiele, Düsseldorf, June 16, 1962",Prints & Illustrated Books,1962,Unknown,Unknown,Unknown,1915,1975
Cold Woman,Drawings,2002,Peter Saul,American,Male,1934,1975
Oxygen House Project (Plan),Architecture & Design,1988,Douglas Darden,American,Male,1951,1996
"Saul Steinberg in Nose Mask, New York",Photography,1966,Irving Penn,American,Male,1917,2009
Untitled,Photography,1953,Unknown,Unknown,Unknown,1915,1975
"THE VILLAGE OF PLIOUCHKINE, plate XXXVIII (facing page 138) from LES ÂMES MORTES",Prints & Illustrated Books,1935,Marc Chagall,French,Male,1887,1985
"Bayard et ses statuettes from the portfolio Bayard: XXV Calotypes, 1842-1850",Photography,1846,Hippolyte Bayard,French,Male,1801,1887
Plate from Le Surréalisme en 1947,Prints & Illustrated Books,1947,Julio de Diego,American,Male,1900,1979
Church (Kirche),Prints & Illustrated Books,1923,Lyonel Feininger,American,Male,1871,1956
Rayograph,Photography,1926,Man Ray (Emmanuel Radnitzky),American,Male,1890,1976
Wolf II,Prints & Illustrated Books,1984,Rainer Fetting,German,Male,1949,1975
Headpiece (folio 6) from LES PÉLICAN,Prints & Illustrated Books,1921,Henri Laurens,French,Male,1885,1954
Rules of Inference,Prints & Illustrated Books,1974,Mel Bochner,American,Male,1940,1975
"Esquire Magazine, Issue no. 426, May 1969",Architecture & Design,1969,George Lois,American,Unknown,1931,1975
Untitled #113,Photography,1982,Cindy Sherman,American,Female,1954,1975
Winter Tourists,Photography,1940,Marion Post Wolcott,American,Female,1910,1990
Tailpiece (page 130) from SAINTE MONIQUE,Prints & Illustrated Books,1925,Pierre Bonnard,French,Male,1867,1947
SAINT MÉRY. SAINT PAR EVRARD. 1842,Photography,1913,Eugène Atget,French,Male,1857,1927
"A Peasant, costume design for Aleko (Scene III)",Drawings,1942,Marc Chagall,French,Male,1887,1985
"Untitled, plate 9 of 14, from the portfolio, Autobiographical Series",Prints & Illustrated Books,1993,Louise Bourgeois,American,Female,1911,2010
Marseille,Photography,1932,Henri Cartier-Bresson,French,Male,1908,2004
M. Schwarz letterhead,Architecture & Design,1920,Erich Comeriner,German,Male,1907,1978
Keyboard Dances,Prints & Illustrated Books,1963,Philip Corner,American,Male,1933,1975
Faceted Surface Racket,Prints & Illustrated Books,1973,George Maciunas,American,Male,1931,1978
Tailpiece (page 27) from RÉINCARNATIONS DU PÈRE UBU,Prints & Illustrated Books,1924,Georges Rouault,French,Male,1871,1958
"Hoeing, Egypt",Photography,1963,Dorothea Lange,American,Female,1895,1965
39,Photography,2009,James Welling,American,Male,1951,1975
La Sentinelle,Film,1992,Arnaud Desplechin,French,Male,1960,1975
Red Roller,Prints & Illustrated Books,1977,Michael Mazur,American,Male,1935,2009
"Variant of headpiece from page 65 (supplementary suite, plate 15) from L'APPEL DU CLOWN",Prints & Illustrated Books,1930,André Dunoyer de Segonzac,French,Male,1884,1974
